StockCode,Description,Unique_Customers,Unique_Invoices,total_quantity,Total_Revenue
22952,60 CAKE CASES VINTAGE CHRISTMAS,343,467,14759,7431.05
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,61,82,460,578.63
22954,HEN PARTY CORDON BARRIER TAPE,20,28,165,206.25
22955,36 FOIL STAR CAKE CASES ,91,106,1005,1929.14
22956,36 FOIL HEART CAKE CASES,144,170,2003,3823.5600000000004
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,179,196,1749,4881.150000000001
22959,WRAP CHRISTMAS VILLAGE,133,140,4876,2003.92
22960,JAM MAKING SET WITH JARS,573,878,8151,32662.97
22961,JAM MAKING SET PRINTED,537,868,15055,21170.75
22962,JAM JAR WITH PINK LID,180,246,3681,2952.5699999999997
22963,JAM JAR WITH GREEN LID,165,210,3071,2452.0099999999998
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,216,296,2514,5034.64
22965,3 TRADITIONAL COOKIE CUTTERS  SET,171,206,1318,2726.42
22966,GINGERBREAD MAN COOKIE CUTTER,388,554,7204,8625.130000000001
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,122,131,1161,3230.55
22968,ROSE COTTAGE KEEPSAKE BOX ,118,144,729,6574.95
22969,HOMEMADE JAM SCENTED CANDLES,429,518,12092,17521.6
22970,LONDON BUS COFFEE MUG,180,276,4246,9666.3
22971,QUEENS GUARD COFFEE MUG,164,233,2365,5603.57
22972,CHILDREN'S SPACEBOY MUG,139,180,1715,2790.7099999999996
22973,CHILDREN'S CIRCUS PARADE MUG,81,110,1192,1924.4799999999998
22974,CHILDRENS DOLLY GIRL MUG,126,157,1523,2457.99
22975,SPACEBOY CHILDRENS EGG CUP,110,142,1118,1405.97
22976,CIRCUS PARADE CHILDRENS EGG CUP ,77,112,1047,1313.59
22977,DOLLY GIRL CHILDRENS EGG CUP,98,111,905,1132.46
22978,PANTRY ROLLING PIN,153,197,2407,9184.279999999999
22979,PANTRY WASHING UP BRUSH,225,304,3920,5795.86
22980,PANTRY SCRUBBING BRUSH,198,242,2289,3661.8899999999994
22981,PANTRY APPLE CORER,58,72,436,603.4
22982,PANTRY PASTRY BRUSH,120,146,1045,1308.3
22983,CARD BILLBOARD FONT,223,332,5038,2072.79
22984,CARD GINGHAM ROSE ,91,140,2678,1073.74
22985,"WRAP, BILLBOARD FONTS DESIGN",77,96,3750,1487.0
22986,GINGHAM ROSE WRAP,124,154,4101,1710.42
22987,WRAP SUMMER ROSE DESIGN,4,4,100,42.0
22988,SOLDIERS EGG CUP ,197,327,8821,10150.220000000001
22989,SET 2 PANTRY DESIGN TEA TOWELS,241,311,2697,8323.17
22990,COTTON APRON PANTRY DESIGN,117,140,607,2695.29
22991,GIRAFFE WOODEN RULER,185,234,3710,6820.74
22992,REVOLVER WOODEN RULER ,217,285,4917,8950.289999999999
22993,SET OF 4 PANTRY JELLY MOULDS,431,866,11792,14180.17
22994,TRAVEL CARD WALLET RETROSPOT,89,160,2107,883.5
22995,TRAVEL CARD WALLET SUKI,90,183,2236,936.24
22996,TRAVEL CARD WALLET VINTAGE TICKET,155,292,4552,1880.16
22997,TRAVEL CARD WALLET UNION JACK,101,181,2527,1059.9
22998,TRAVEL CARD WALLET KEEP CALM,217,437,11769,4693.4
22999,TRAVEL CARD WALLET RETRO PETALS,108,185,2875,1206.06
23000,TRAVEL CARD WALLET TRANSPORT,125,205,3044,1275.6
23002,TRAVEL CARD WALLET SKULLS,85,140,2078,871.32
23003,TRAVEL CARD WALLET VINTAGE ROSE ,38,52,541,225.78
23004,TRAVEL CARD WALLET PANTRY,73,123,1862,783.6800000000001
23005,TRAVEL CARD WALLET I LOVE LONDON,105,175,4396,1788.72
23006,TRAVEL CARD WALLET FLOWER MEADOW,88,130,1699,712.14
23007, SPACEBOY BABY GIFT SET,110,142,450,7065.499999999999
23008,DOLLY GIRL BABY GIFT SET,99,120,421,6567.949999999999
23009,I LOVE LONDON BABY GIFT SET,48,61,209,3262.5499999999997
23010,CIRCUS PARADE BABY GIFT SET,73,89,285,4444.75
23012,GLASS APOTHECARY BOTTLE PERFUME,151,198,1017,3775.4900000000002
23013,GLASS APOTHECARY BOTTLE TONIC,135,180,866,3215.0400000000004
23014,GLASS APOTHECARY BOTTLE ELIXIR,122,160,800,2959.6800000000003
23015,CORDIAL GLASS JUG,15,15,37,305.25
23016,GLASS TWIST BON BON JAR,19,19,69,512.85
23017,APOTHECARY MEASURING JAR,20,21,64,751.4000000000001
23018,LARGE APOTHECARY MEASURING JAR ,19,20,50,587.2
23019,SMALL APOTHECARY MEASURING JAR ,26,28,81,629.0500000000001
23020,GLASS  SONGBIRD STORAGE JAR,67,72,176,2092.0
23021,GLASS BONNE JAM JAR,24,25,118,480.1
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,19,21,416,795.6800000000001
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,23,23,272,431.23999999999995
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,8,10,254,662.0600000000001
23025,DRAWER KNOB VINTAGE GLASS BALL,40,46,317,669.61
23026,DRAWER KNOB VINTAGE GLASS STAR,43,53,504,1019.0500000000001
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,26,27,287,596.96
23028,DRAWER KNOB CRACKLE GLAZE BLUE,88,114,1247,2000.1899999999998
23029,DRAWER KNOB CRACKLE GLAZE GREEN,97,138,1284,2080.2
23031,DRAWER KNOB CRACKLE GLAZE PINK,93,138,1246,2017.4999999999998
23032,DRAWER KNOB CRACKLE GLAZE IVORY,117,182,2264,3629.9999999999995
23033,DRAWER KNOB CERAMIC RED,42,59,685,952.4499999999999
23034,DRAWER KNOB CERAMIC BLACK,57,78,947,1332.35
23035,DRAWER KNOB CERAMIC IVORY,110,166,2089,2941.69
23036,T-LIGHT HOLDER SILVER PETIT FOUR ,14,15,183,228.75
23037,CANDLE HOLDER SILVER MADELINE,17,18,193,315.28999999999996
23038,T-LIGHT HOLDER SILVER SAUCER,4,6,41,38.029999999999994
23039,T-LIGHT HOLDER SILVER HEART HANDLE,22,22,192,370.8
23040,PAPER LANTERN 9 POINT SNOW STAR ,33,36,246,1318.5
23041,PAPER LANTERN 9 POINT SNOW STAR,46,48,260,1079.0
23042,PAPER LANTERN 7 POINT SNOW STAR,25,25,99,658.35
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,18,19,75,468.75
23044,PAPER LANTERN 9 POINT HOLLY STAR S,24,24,103,427.45
23045,PAPER LANTERN 5 POINT STAR MOON 30,22,23,116,481.40000000000003
23046,PAPER LANTERN 9 POINT DELUXE STAR,31,34,347,2091.55
23047,PAPER LANTERN 5 POINT SEQUIN STAR,25,25,58,333.5
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,81,85,564,2264.7400000000002
23049,RECYCLED ACAPULCO MAT RED,103,169,435,3572.75
23050,RECYCLED ACAPULCO MAT GREEN,116,176,459,3763.55
23051,RECYCLED ACAPULCO MAT BLUE,95,133,335,2741.35
23052,RECYCLED ACAPULCO MAT TURQUOISE,147,221,571,4694.75
23053,RECYCLED ACAPULCO MAT PINK,105,129,319,2598.15
23054,RECYCLED ACAPULCO MAT LAVENDER,81,109,268,2206.2
23055,IVORY CHANDELIER T-LIGHT HOLDER,33,36,561,1292.97
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,33,37,869,2808.41
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,38,41,677,1660.99
23058,CHRISTMAS HANGING SNOWFLAKE,39,44,486,421.02000000000004
23060,HEART BEADED TRELLIS DECORATION,34,39,244,507.52000000000004
23061,VINTAGE EMBOSSED HEART,76,88,964,1199.96
23064,CINDERELLA CHANDELIER ,20,22,220,3617.6
23065,LARGE DECO JEWELLERY STAND,81,92,257,3115.3
23066,SMALL DECO JEWELLERY STAND,69,76,245,1963.65
23067,HANGING ENGRAVED METAL HEART,63,71,277,1149.5500000000002
23068,ALUMINIUM STAMPED HEART,106,130,805,1937.21
23069,EDWARDIAN PHOTO FRAME,27,31,89,556.25
23070,EDWARDIAN HEART PHOTO FRAME,29,33,147,610.0500000000001
23071,MARIE ANTOIENETT TRINKET BOX GOLD,16,17,317,1230.1
23072,MARIE ANTOINETTE TRINKET BOX SILVER,21,22,326,1099.0
23073,GEORGIAN TRINKET BOX,49,59,142,1694.0
23074,EMBOSSED HEART TRINKET BOX,32,35,225,452.34000000000003
23075,DOUBLE CERAMIC PARLOUR HOOK,61,77,470,1931.3000000000002
23076,ICE CREAM SUNDAE LIP GLOSS,202,248,7920,9668.16
23077,DOUGHNUT LIP GLOSS ,217,308,9662,11640.7
23078,ICE CREAM PEN LIP GLOSS ,159,213,6607,8077.31
23079,TOADSTOOL BEDSIDE LIGHT ,83,104,250,2216.5
23080,RED METAL BOX TOP SECRET,148,221,1003,7962.03
23081,GREEN METAL BOX ARMY SUPPLIES,80,115,454,3614.64
23082,SET 6 PAPER TABLE LANTERN HEARTS ,205,263,2265,8129.43
23083,SET 6 PAPER TABLE LANTERN STARS ,161,209,1860,6739.63
23084,RABBIT NIGHT LIGHT,450,801,27202,51346.200000000004
23085,ANTIQUE SILVER BAUBLE LAMP  ,64,72,374,3489.7000000000003
23086,ZINC  STAR T-LIGHT HOLDER ,31,36,1194,1371.54
23087,ZINC  HEART T-LIGHT HOLDER,43,49,830,997.1800000000001
23088,ZINC HEART FLOWER T-LIGHT HOLDER,52,57,760,947.18
23089,GLASS BON BON JAR,101,134,2136,3497.22
23090,VINTAGE GLASS T-LIGHT HOLDER,96,122,2130,1723.62
23091,ZINC HERB GARDEN CONTAINER,160,192,570,3488.25
23092,LARGE ANTIQUE WHITE PHOTO FRAME,96,125,509,3584.0600000000004
23093,SMALL PARISIENNE HEART PHOTO FRAME ,105,123,916,2125.1600000000003
23094,LE GRAND TRAY CHIC SET,65,74,147,1837.5
23096,PETIT TRAY CHIC,89,117,1007,1629.83
23099,FRENCH CARRIAGE LANTERN,46,54,132,858.9000000000001
23100,SILVER BELLS TABLE DECORATION,180,213,2093,2565.85
23101,SILVER STARS TABLE DECORATION,175,190,1948,1574.6
23102,SILVER HEARTS TABLE DECORATION,128,139,1245,1006.9499999999999
23103,BELL HEART DECORATION,231,316,3939,6456.15
23104,IVORY PANTRY HANGING LAMP ,38,44,116,1355.5
23106,ZINC HEARTS PLANT POT HOLDER,49,50,283,769.27
23107,WHITE WIRE PLANT POT HOLDER,60,61,340,919.8000000000001
23108,SET OF 10 LED DOLLY LIGHTS,271,351,2194,12985.23
23109,LED TEA LIGHTS,178,228,2325,6528.25
23110,PARISIENNE KEY CABINET ,157,219,664,3685.2
23111,PARISIENNE SEWING BOX,80,124,296,3464.8
23112,PARISIENNE CURIO CABINET,134,183,472,3444.8
23113,PANTRY CHOPPING BOARD,39,43,1138,5695.86
23114,VINTAGE LEAF CHOPPING BOARD  ,40,41,144,684.0
23115,RED APPLES CHOPPING BOARD   ,38,38,147,698.85
23116,VEGETABLE GARDEN CHOPPING BOARD,17,17,72,327.6
23117,POPPY FIELDS CHOPPING BOARD,39,39,85,420.75
23118,PARISIENNE JEWELLERY DRAWER ,154,225,765,5399.02
23119,PACK OF 6 LARGE FRUIT STRAWS ,97,116,2156,1276.33
23120,PACK OF 6 SMALL FRUIT STRAWS,69,79,1648,657.6
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,81,87,2465,960.42
23122,PARTY CHARMS 50 PIECES,89,94,2093,1554.31
23123,COCKTAIL SWORDS 50 PIECES,64,68,900,706.0799999999999
23124,18PC WOODEN CUTLERY SET DISPOSABLE,23,24,503,595.15
23125,6PC WOOD PLATE SET DISPOSABLE,15,16,405,443.25
23126,DOLLCRAFT GIRL AMELIE KIT,198,271,1089,5297.030000000001
23127,DOLLCRAFT GIRL NICOLE,146,182,714,3511.34
23128,FELTCRAFT BOY JEAN-PAUL KIT,112,129,436,2109.88
23129,HEART SHAPED HOLLY WREATH,138,165,942,3933.1800000000003
23130,MISTLETOE HEART WREATH GREEN,139,167,918,3748.42
23131,MISTLETOE HEART WREATH CREAM,91,108,894,3636.78
23132,SMALL IVORY HEART WALL ORGANISER,115,141,1022,5069.58
23133,LARGE IVORY HEART WALL ORGANISER,94,134,759,5142.91
23134,LARGE ZINC HEART WALL ORGANISER,29,37,1064,6414.48
23135,SMALL ZINC HEART WALL ORGANISER,31,42,1538,5378.8
23136,IVORY WIRE SWEETHEART LETTER TRAY,39,44,127,467.05
23137,ZINC WIRE SWEETHEART LETTER TRAY,18,20,80,253.24
23138,SINGLE WIRE HOOK IVORY HEART,60,75,875,1209.1499999999999
23139,SINGLE WIRE HOOK PINK HEART,20,22,407,503.83
23140,TRIPLE WIRE HOOK IVORY HEART,29,35,160,658.5400000000001
23141,TRIPLE WIRE HOOK PINK HEART,18,18,68,215.00000000000003
23142,IVORY WIRE KITCHEN ORGANISER,34,36,116,1137.65
23143,ZINC WIRE KITCHEN ORGANISER,12,12,25,156.8
23144,ZINC T-LIGHT HOLDER STARS SMALL,180,237,4894,3879.9799999999996
23145,ZINC T-LIGHT HOLDER STAR LARGE,128,150,2054,1919.3399999999997
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,151,211,781,2535.89
23147,SINGLE ANTIQUE ROSE HOOK IVORY,170,250,1845,2672.85
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,143,234,2118,1756.4999999999998
23149,ANTIQUE IVORY WIRE BOWL SMALL,17,19,97,241.53000000000003
23150,IVORY SWEETHEART SOAP DISH,33,40,139,346.11
23151,ZINC SWEETHEART SOAP DISH,18,19,60,106.9
23152,IVORY SWEETHEART WIRE LETTER RACK ,108,149,545,2013.51
23153,ZINC SWEETHEART WIRE LETTER RACK,67,78,248,923.63
23154,SET OF 4 JAM JAR MAGNETS,141,214,2472,4986.49
23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,84,111,2106,1679.34
23156,SET OF 5 MINI GROCERY MAGNETS,117,184,1638,3311.78
23157,SET OF 6 NATIVITY MAGNETS ,111,145,2543,5058.59
23158,SET OF 5 LUCKY CAT MAGNETS ,96,187,2538,5121.4800000000005
23159,SET OF 5 PANCAKE DAY MAGNETS,121,195,2283,4620.97
23160,REGENCY TEA SPOON,50,60,1404,1666.8
23161,REGENCY CAKE FORK,58,68,1608,1896.6000000000001
23162,REGENCY TEA STRAINER,96,142,1362,4789.24
23163,REGENCY SUGAR TONGS,95,134,1714,3949.7000000000003
23164,REGENCY CAKE SLICE,70,80,564,2579.21
23165,LARGE CERAMIC TOP STORAGE JAR,167,220,2954,4624.499999999999
23166,MEDIUM CERAMIC TOP STORAGE JAR,138,195,77916,81416.73000000001
23167,SMALL CERAMIC TOP STORAGE JAR ,129,177,5666,4184.179999999999
23168,CLASSIC SUGAR DISPENSER,140,220,2850,3285.67
23169,CLASSIC GLASS SWEET JAR,203,262,1453,5837.950000000001
23170,REGENCY TEA PLATE ROSES ,224,328,6575,10190.789999999999
23171,REGENCY TEA PLATE GREEN ,195,270,5966,9184.9
23172,REGENCY TEA PLATE PINK,160,224,3688,5793.28
23173,REGENCY TEAPOT ROSES ,248,354,2666,23073.32
23174,REGENCY SUGAR BOWL GREEN,190,268,2956,11575.54
23175,REGENCY MILK JUG PINK ,206,272,3066,9008.0
23176,ABC TREASURE BOOK BOX ,159,186,2090,4377.76
23177,TREASURE ISLAND BOOK BOX,174,214,2431,5036.55
23178,JAM CLOCK MAGNET,50,55,312,845.5
23179,CLOCK MAGNET MUM'S KITCHEN,36,40,304,837.88
23180,MUM'S KITCHEN CLOCK,29,36,104,471.90000000000003
23181,BULL DOG BOTTLE TOP WALL CLOCK,60,69,185,1484.25
23182,TOILET SIGN OCCUPIED OR VACANT,140,254,3414,2837.5699999999997
23183,MOTHER'S KITCHEN SPOON REST ,45,58,178,690.71
23184,BULL DOG BOTTLE OPENER,129,197,778,3749.5
23185,FRENCH STYLE STORAGE JAR JAM,27,30,323,116.58999999999999
23186,FRENCH STYLE STORAGE JAR CAFE ,57,70,1982,819.4599999999999
23187,FRENCH STYLE STORAGE JAR BONBONS,66,74,2338,695.06
23188,VINTAGE  2 METER FOLDING RULER,207,282,3098,5103.459999999999
23189,SET OF 12 FORK CANDLES,89,113,1215,3319.35
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,145,179,1678,2691.14
23191,BUNDLE OF 3 RETRO NOTE BOOKS,182,245,2176,3520.3999999999996
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,224,312,3286,5225.219999999999
23193,BUFFALO BILL TREASURE BOOK BOX,109,137,1855,3768.57
23194,GYMKHANNA TREASURE BOOK BOX,142,170,1754,3688.67
23196,RETRO LEAVES MAGNETIC NOTEPAD,170,233,1760,2484.7999999999997
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,116,183,1368,1971.04
23198,PANTRY MAGNETIC  SHOPPING LIST,259,374,3067,4346.99
23199,JUMBO BAG APPLES,344,718,13887,26451.260000000002
23200,JUMBO BAG PEARS,262,470,6733,13043.24
23201,JUMBO BAG ALPHABET,396,752,12540,24175.0
23202,JUMBO BAG VINTAGE LEAF,377,772,10716,20963.93
23203,JUMBO BAG DOILEY PATTERNS,505,1080,19516,37684.38
23204,CHARLOTTE BAG APPLES DESIGN,199,425,7039,5632.15
23205,CHARLOTTE BAG VINTAGE ALPHABET ,201,345,5152,4106.72
23206,LUNCH BAG APPLE DESIGN,401,866,11565,18278.25
23207,LUNCH BAG ALPHABET DESIGN,377,647,7554,12029.06
23208,LUNCH BAG VINTAGE LEAF DESIGN,305,597,6225,10006.45
23209,LUNCH BAG DOILEY PATTERN ,469,1006,13004,20817.56
23210,WHITE ROCKING HORSE HAND PAINTED,115,154,2803,3377.75
23211,RED ROCKING HORSE HAND PAINTED,82,116,2208,2634.0
23212,HEART WREATH DECORATION WITH BELL,104,145,2179,2582.63
23213,STAR WREATH DECORATION WITH BELL,95,121,1595,1923.19
23214,JINGLE BELL HEART ANTIQUE GOLD,79,92,777,1635.23
23215,JINGLE BELL HEART ANTIQUE SILVER,162,197,3547,6962.04
23216,LAUREL HEART ANTIQUE GOLD,32,40,518,613.51
23217,LAUREL HEART ANTIQUE SILVER,64,84,1290,1567.0
23218,LAUREL STAR ANTIQUE GOLD,27,33,372,465.81
23219,LAUREL STAR ANTIQUE SILVER ,41,49,404,504.6
23220,REINDEER HEART DECORATION GOLD,55,77,930,775.26
23221,REINDEER HEART DECORATION SILVER,85,110,1461,1241.59
23222,CHRISTMAS TREE HANGING GOLD,49,64,776,690.64
23223,CHRISTMAS TREE HANGING SILVER ,51,67,747,671.77
23224,CHERUB HEART DECORATION GOLD,44,59,719,620.4499999999999
23225,CHERUB HEART DECORATION SILVER ,46,69,1297,1090.4299999999998
23226,FILIGREE HEART DAISY WHITE,56,71,1199,1478.59
23227,FILIGREE HEART BUTTERFLY WHITE ,61,87,1592,1947.06
23228,FILIGREE HEART BIRD WHITE ,58,78,1397,1726.3
23229,VINTAGE DONKEY TAIL GAME ,186,219,1804,6336.43
23230,WRAP ALPHABET DESIGN,178,232,7950,3207.0
23231,WRAP DOILEY DESIGN,190,257,7225,2986.5
23232,WRAP VINTAGE PETALS  DESIGN,188,238,8626,3478.92
23233,WRAP POPPIES  DESIGN,130,158,5175,2105.5
23234,BISCUIT TIN VINTAGE CHRISTMAS,201,232,1635,4576.05
23235,STORAGE TIN VINTAGE LEAF,88,96,729,1902.69
23236,DOILEY STORAGE TIN,203,284,2459,6828.31
23237,SET OF 4 KNICK KNACK TINS LEAVES ,131,169,1044,4212.200000000001
23238,SET OF 4 KNICK KNACK TINS LONDON ,150,233,1788,7170.6
23239,SET OF 4 KNICK KNACK TINS POPPIES,125,155,823,3188.05
23240,SET OF 4 KNICK KNACK TINS DOILEY ,323,485,4103,16432.25
23241,TREASURE TIN GYMKHANA DESIGN,183,284,2024,4099.52
23242,TREASURE TIN BUFFALO BILL ,132,187,1436,2898.56
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,275,385,4663,22133.83
23244,ROUND STORAGE TIN VINTAGE LEAF,87,105,925,1692.9099999999999
23245,SET OF 3 REGENCY CAKE TINS,472,718,5856,26625.68
23247,BISCUIT TIN 50'S CHRISTMAS,231,271,2060,5795.2
23249,VINTAGE RED ENAMEL TRIM PLATE,57,68,802,1294.4999999999998
23250,VINTAGE RED TRIM ENAMEL BOWL ,64,89,1103,1358.59
23251,VINTAGE RED ENAMEL TRIM MUG ,80,102,1646,1956.7
23252,VINTAGE RED ENAMEL TRIM JUG ,104,125,590,2168.34
23253,16 PIECE CUTLERY SET PANTRY DESIGN,44,47,214,3082.1
23254,CHILDRENS CUTLERY DOLLY GIRL ,204,276,1664,6704.000000000001
23255,CHILDRENS CUTLERY CIRCUS PARADE,116,143,963,3856.59
23256,CHILDRENS CUTLERY SPACEBOY ,232,324,2018,8123.780000000001
23263,SET OF 3 WOODEN HEART DECORATIONS,269,389,3747,4829.08
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,177,249,1845,2400.45
23265,SET OF 3 WOODEN TREE DECORATIONS,180,246,1680,2172.46
23266,SET OF 3 WOODEN STOCKING DECORATION,201,274,1975,2543.39
23267,SET OF 4 SANTA PLACE SETTINGS,79,91,1158,1427.34
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,68,78,1435,1981.6299999999999
23269,SET OF 2 CERAMIC CHRISTMAS TREES,63,76,755,1075.55
23270,SET OF 2 CERAMIC PAINTED HEARTS ,96,118,1166,1625.8999999999999
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,69,75,1622,1316.82
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,34,35,352,522.7399999999999
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,88,97,928,1533.8399999999997
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,85,98,1142,1875.0599999999997
23275,SET OF 3 HANGING OWLS OLLIE BEAK,171,270,3642,4327.42
23280,FOLDING BUTTERFLY MIRROR HOT PINK ,87,133,1995,1546.91
23281,FOLDING BUTTERFLY MIRROR RED  ,56,91,1270,976.22
23282,FOLDING BUTTERFLY MIRROR IVORY ,67,102,753,612.7199999999999
23283,DOORMAT VINTAGE LEAVES DESIGN ,146,209,967,6600.2699999999995
23284,DOORMAT KEEP CALM AND COME IN,378,648,5342,35913.85
23285,PINK VINTAGE SPOT BEAKER,108,132,4679,4384.83
23286,BLUE VINTAGE SPOT BEAKER,125,164,4901,4528.29
23287,RED VINTAGE SPOT BEAKER,114,146,1782,1452.3
23288,GREEN VINTAGE SPOT BEAKER,107,134,4505,4261.889999999999
23289,DOLLY GIRL CHILDRENS BOWL,111,141,1553,1854.8500000000001
23290,SPACEBOY CHILDRENS BOWL,125,174,2367,2757.15
23291,DOLLY GIRL CHILDRENS CUP,104,144,1549,1881.39
23292,SPACE BOY CHILDRENS CUP,113,164,2082,2487.62
23293,SET OF 12 FAIRY CAKE BAKING CASES,323,465,8243,6469.45
23294,SET OF 6 SNACK LOAF BAKING CASES,214,291,4292,3360.18
23295,SET OF 12 MINI LOAF BAKING CASES,250,359,5963,4675.61
23296,SET OF 6 TEA TIME BAKING CASES,243,319,4879,5687.15
23297,SET 40 HEART SHAPE PETIT FOUR CASES,123,140,4260,6677.0
23298,SPOTTY BUNTING,573,1009,7785,36173.950000000004
23299,FOOD COVER WITH BEADS SET 2 ,110,122,983,3567.67
23300,GARDENERS KNEELING PAD CUP OF TEA ,351,635,6303,9963.39
23301,GARDENERS KNEELING PAD KEEP CALM ,405,756,7740,12493.48
23302,KNEELING MAT HOUSEWORK  DESIGN,140,187,1481,1993.9099999999999
23303,SET 4 PICNIC CUTLERY FONDANT,6,6,65,126.75
23304,SET 4 PICNIC CUTLERY CHERRY ,9,9,71,138.45
23305,SET 4 PICNIC CUTLERY BLUEBERRY,9,9,82,159.9
23306,SET OF 36 DOILIES PANTRY DESIGN,182,209,2692,3819.9399999999996
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,366,504,11675,5982.09
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,209,305,5967,3098.21
23309,SET OF 60 I LOVE LONDON CAKE CASES ,178,294,7727,3729.05
23310,BUBBLEGUM RING ASSORTED,146,213,11891,4894.83
23311,VINTAGE CHRISTMAS STOCKING ,246,281,2199,5564.25
23312,VINTAGE CHRISTMAS GIFT SACK,168,193,1365,5527.150000000001
23313,VINTAGE CHRISTMAS BUNTING,254,359,2755,12994.77
23314,VINTAGE CHRISTMAS TABLECLOTH,87,104,393,4663.52
23315,IVORY REFECTORY CLOCK,63,76,202,1894.7
23316,RED REFECTORY CLOCK ,75,95,236,2222.2
23317,BLUE REFECTORY CLOCK ,56,70,162,1557.8999999999999
23318,BOX OF 6 MINI VINTAGE CRACKERS,270,329,3647,8350.41
23319,BOX OF 6 MINI 50'S CRACKERS,300,365,3539,8216.79
23320,GIANT 50'S CHRISTMAS CRACKER,260,310,2635,6926.11
23321,SMALL WHITE HEART OF WICKER,378,582,4283,6832.829999999999
23322,LARGE WHITE HEART OF WICKER,350,511,2908,8184.700000000001
23323,WHITE WICKER STAR ,210,270,1426,2963.1000000000004
23324,RUSTIC STRAWBERRY JAMPOT LARGE ,38,39,381,770.4000000000001
23325,RUSTIC STRAWBERRY JAMPOT SMALL,27,30,444,701.4
23326,HANGING MINI COLOURED BOTTLES,52,55,3370,2000.2200000000003
23327,HANGING CLEAR MINI BOTTLE,33,34,1710,1012.0200000000001
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,195,281,2067,7510.29
23329,DECORATIVE WICKER HEART LARGE,168,215,1712,2812.7999999999997
23330,DECORATIVE WICKER HEART MEDIUM,158,195,1761,2193.69
23331,DECORATIVE WICKER HEART SMALL,67,81,1492,932.2800000000001
23332,IVORY WICKER HEART LARGE,207,267,1996,3283.7999999999997
23333,IVORY WICKER HEART MEDIUM,179,216,2030,2524.9
23334,IVORY WICKER HEART SMALL,83,95,2154,1345.5
23335,EGG FRYING PAN IVORY ,62,81,359,724.6400000000001
23336,EGG FRYING PAN PINK ,46,63,200,418.05
23337,EGG FRYING PAN MINT ,49,60,169,351.52000000000004
23338,EGG FRYING PAN RED ,62,91,405,820.32
23339,EGG FRYING PAN BLUE ,43,58,150,312.0
23340,VINTAGE CHRISTMAS CAKE FRILL,112,122,2465,3899.2499999999995
23341,PINK DINER WALL CLOCK,75,98,282,2325.6
23342,MINT DINER WALL CLOCK,105,155,367,3068.5
23343,JUMBO BAG VINTAGE CHRISTMAS ,286,385,4908,9748.34
23344,JUMBO BAG 50'S CHRISTMAS ,391,586,8954,17679.72
23345, DOLLY GIRL BEAKER,100,133,2398,2759.5
23346,SPACEBOY BEAKER,106,138,2571,2975.75
23347,I LOVE LONDON BEAKER,51,70,827,999.75
23348,CHILDRENS TOY COOKING UTENSIL SET,95,122,680,1371.48
23349,ROLL WRAP VINTAGE CHRISTMAS,214,246,2857,3462.89
23350,ROLL WRAP VINTAGE SPOT ,205,246,2593,3165.65
23351,ROLL WRAP 50'S CHRISTMAS,242,271,3058,3699.02
23352,ROLL WRAP 50'S RED CHRISTMAS ,151,162,1596,1964.76
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,227,253,3735,3076.2899999999995
23354,6 GIFT TAGS 50'S CHRISTMAS ,235,261,3346,2753.4199999999996
23355,HOT WATER BOTTLE KEEP CALM,474,719,5338,24426.300000000003
23356,LOVE HOT WATER BOTTLE,316,449,2352,13115.400000000001
23357,HOT WATER BOTTLE SEX BOMB,79,88,435,1843.5500000000002
23358,HOT STUFF HOT WATER BOTTLE,61,67,528,1689.9
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,73,76,979,1840.6499999999999
23360,SET 8 CANDLES VINTAGE DOILEY,94,107,1151,2158.0499999999997
